,rating,reviewerID,asin,review_text,reviewTime,product_id,buyer_id
1701,5,A1C6UE5KZQU61L,B0007MV6PY,Nice,"06 20, 2016",9977,166
1702,3,A3SFXZKXT2WGPI,B0007MV6PY,"its ok, a little too snug. I like it though, very light and aery.","06 15, 2016",11454,729
1703,5,A2GL9HZ30L2A6M,B0007MV6PY,"Perfect hat, great fit, good looking and useful.  I love it on my husband.","06 14, 2016",9041,996
1704,4,A3NAFBF2DRS7PL,B0007MV6PY,this is my 3rd Henschel hat of this style.  I like the mesh for cooling and the wide brim.  The other hats seemed to have fit better.  The new one is  just a shade big on my head.  My wife has a medium which is too small for me.,"06 7, 2016",11293,655
1705,4,A23ELLXZXCRW4G,B0007MV6PY,"A good hat for the sun, I'm just breaking it in now but in a couple of months I may have more to say.","05 30, 2016",19269,907
1706,4,A1UPZXXIOC30UO,B0007MV6PY,love the hat should have got next size smaller,"05 20, 2016",14383,948
1707,4,A3HK2HUHD6MUOB,B0007MV6PY,It's fine. I already wrote a review of this...,"04 18, 2016",12500,67
1708,5,A1JM774M1BP1VI,B0007MV6PY,"My favorite hat.  I originally purchased it to protect my face and neck from the sun when I golf or fish but now I wear it all the time.  It's vented top makes it cool to wear on the hottest days.  I really like the ability to secure the hat on windy days with the chin lanyard, otherwise it stows nicely on the back rim.  They are durable, wash nicely in the dishwasher and can be reshaped.  This is my 3rd one in the last 10 years.","04 8, 2016",17724,913
1709,5,A3HEBAYMWCXLEM,B0007MV6PY,"This hat provides tremendous shade and will not make your head overheat. It is relatively light weight and the mesh top allows air to flow. Keep the sun off your face, ears, and neck! This can safe you a world of trouble later in life.","02 19, 2016",13587,766
1710,1,A36IND7YBPI1T8,B0007MV6PY,This is a POS!  Wash it once and watch it fall apart,"02 3, 2016",9748,36
1711,5,A2NL1UB00ZSSFA,B0007MV6PY,"Purchased this hat for my husband, who wanted a hat that would protect his face and ears from the ferocious Florida sun. He likes it very much, although when it first arrived, it seemed just a little snug. He's decided it wasn't too tight after wearing it for a while, and decided to keep it.","01 15, 2016",4575,345
1712,4,ABHO68O16WNCV,B0007MV6PY,"Great hat.  This particular hat is just a little bigger than the identical hat I had bought several years ago, and I had to add a piece of fabric as filler inside the band.","12 2, 2015",2117,719
1713,4,A31WN8PEN327TQ,B0007MV6PY,I just wish it fit.  I am at the bottom of the large sizing and a light breath of wind lifts it off.  Guess I will give it to someone with a bigger head and buy a medium.  This is a real downside of buying clothing here.,"10 29, 2015",4005,835
1714,5,ADOICVM3XXPU4,B0007MV6PY,Great hat; fits well; American made!!  These are also very durable hats -- I've been wearing them for years and still have my first hat which I use for doing dirty jobs outside.,"10 14, 2015",1054,840
1715,5,A159PEWWRK0NLY,B0007MV6PY,Love it and it worked in the luggage,"09 16, 2015",2785,658
1716,4,A22CEDB6EYJ7AK,B0007MV6PY,"HUsband's hat - het likes everything about it except that it hits the car headrest when he drives.  I'm going to ""steam"" it and see if I can make it a little more curved.","09 10, 2015",15873,104
1717,4,AVCF0MHL4T0H3,B0007MV6PY,"I don't like hats, but I use it to keep the sun off my face and neck and it works great. It was slightly large, but I added a strip of velcro inside the sweat band and it fits perfect now.","09 6, 2015",15765,563
1718,5,A1TPIOMX08NOC4,B0007MV6PY,"Great hat at a reasonable price, just what we were looking for.","08 27, 2015",15485,203
1719,4,A2R4WIZD1X9A2H,B0007MV6PY,Great looking hat.  Ever so slightly snug.,"08 20, 2015",13881,203
1720,5,A38OUAOL1PQ8B3,B0007MV6PY,"Arrived  right on time. It fits very well.  I think the vents work very well.  It is much cooler than my old hat which only had some small holes for vents. I can't speak to the durability yet, but am expecting it to hold up for a long time.  It seems to be of very good quality.","08 19, 2015",4868,18
1721,5,A2LJF873QLNU9F,B0007MV6PY,The hat is solid and well made. Dad is 88 and loves it.,"08 10, 2015",306,863
1722,5,A3MH4KW1ZXEBYB,B0007MV6PY,Very nice hat. I bought it to work outside in but it is too nice to get dirty. Great fit too.,"08 7, 2015",19403,567
1723,5,A2IYLG8DQ2JP59,B0007MV6PY,"Great hat, too big.  Sold it to friend and ordered correct size.  Thanks","08 5, 2015",3305,118
1724,4,A2D65UJP4RH5HQ,B0007MV6PY,Great hat for the Arizona sun. Vents well and is very comfortable,"07 29, 2015",10315,761
1725,5,A17FLYEP0BJNXG,B0007MV6PY,Great hat.  My brother also liked it so I got him one also.,"07 26, 2015",16260,553
1726,4,A7C7X8D0MJRW,B0007MV6PY,I like the hat as I expected it fit well and does the job I expected it to do color is exactly as described the only problem I have is it took so long to receive the item next time I will pay for upgraded shipping I would highly recommend this hat for others to purchase,"07 24, 2015",5396,217
1727,4,A2GMZ7YSGLR7XD,B0007MV6PY,The hat is real nice but the stiff leather strap is a pain.  I tried to soften it up with mink oil but it didn't work well.  I have another similar Henschel hat and the strap is a soft shoelace that lies nice and flat. It has neat appearance.  Much nicer.,"07 16, 2015",10624,892
1728,5,A1KATGWS8DP1SP,B0007MV6PY,Perfect!,"07 14, 2015",1547,726
1729,5,A3B8WZ1MDL7CS7,B0007MV6PY,"This an awesome hat for the money, it's made with great quality right here in the U.S.A.
The fit is snug but not to tight, ( just follow the sizing chart, wrap a string around your noggin lay it out on the yard stick and thats your size ) so it stays on my head blocking the sun weather I'm  building fence, or flyfishing on the stream.","07 9, 2015",9298,2
1730,5,A1P7A11LPQI0NU,B0007MV6PY,nice hat very happy with it,"07 7, 2015",11305,328
1731,5,ASESUCTQRH9W,B0007MV6PY,This is my husbands 4th hat like this.  He is outside everyday in Florida and needs this hat.  He likes this brand because it is light weight and cooler than some that are heavier.,"06 21, 2015",16948,662
1732,5,A3GNI1NJBGJ9YW,B0007MV6PY,If your mesurment calls for a large I would recommend a xl,"06 11, 2015",4619,399
1733,4,A3PU7UD9OFOLT0,B0007MV6PY,"Slightest bit snug, but mainly because it's new. I expect it will loosen up slightly as it's worn more. Blocks the sun, but provides ventilation.","06 8, 2015",682,721
1734,5,A2G817Z0MG7K7G,B0007MV6PY,the best hiking hat could be found on the market. although the size is quite big even folded,"05 30, 2015",424,548
1735,5,A145EHBHY7CRX3,B0007MV6PY,"Hat arrived on time and in good shape, item was as described and appears well made.","05 26, 2015",2836,494
1736,5,AXYXN8LD2TMLP,B0007MV6PY,"Great hat wore on my trip to the tropics,kept my head cool, looked great,eve got compliments from the street hat salesmen.","05 4, 2015",4853,302
1737,5,A980BZXQ1WQHP,B0007MV6PY,Fit as I hoped.,"04 20, 2015",9740,268
1738,5,A37CUVH1OP0S5S,B0007MV6PY,Excellent protection for walking the dogs in the sunshine,"04 9, 2015",6347,996
1739,5,AXU666EWJHI6F,B0007MV6PY,Bought it as a gift and he loved it. Did everything it said  it was suppose to do. Perfect fit as well!,"03 31, 2015",15230,829
1740,5,A375PR5JN1D0GL,B0007MV6PY,"Nice hat, good fit.  Quick shipping.","03 16, 2015",8198,103
1741,5,A2O6BI6F9RAUOD,B0007MV6PY,"I wear 7 3/8 hat size, and large fits perfectly. Great looking, protection from sun, and cool. This should help my golf game.","12 25, 2014",3636,699
1742,5,AAP6ZD570R63T,B0007MV6PY,Comfortable hat that is well made.  This is my second hat of this brand and they are great!.,"11 19, 2014",10999,911
1743,5,A1HBTA8V2310SK,B0007MV6PY,Great hat,"10 31, 2014",12144,555
1744,5,A34RIDL6UPQJFT,B0007MV6PY,Covers head yet allows breeze during the heat of the day,"10 23, 2014",19298,997
1745,4,A1ZEYHKM366AU2,B0007MV6PY,"Plenty of breeze through, lots of shade, and folds essentially flat for packing.  Just what I needed for the Amazon cruise.","09 26, 2014",4586,93
1746,4,A5XQRN9SQLKQL,B0007MV6PY,Henschel hats are the best,"09 17, 2014",459,825
1747,5,A1YBSI233KKRAD,B0007MV6PY,"Needed a hat for outside work that would wick away the sweat and be vented.  Fills the bill!  Good and sturdy, USA made hat.  I have a 23.0"" head and a large fit very snug, but comfortable--no room for an extra sweat band or longer hair.  I would definitely by another.","08 15, 2014",14040,793
1748,5,A1HVLOAQHVA5ZB,B0007MV6PY,Great hat for a great price.  Comfortable and good sun protection.,"08 3, 2014",5903,14
1749,5,A20RDGGOIYKW67,B0007MV6PY,keeps sun off you and lets air in so you don't overheat.,"07 5, 2014",14951,778
1750,5,A1DDN9IU4K3XZ8,B0007MV6PY,"One customer asked me where he could get one.  I work outside, and this hat is perfect for the prevention of red-neck syndrome.  Looks like it will hold up well.","05 14, 2014",6446,663
1751,5,A1FTYJYN4WHI00,B0007MV6PY,"USE IT FOR TENNIS AND WALKING AROUND IN THE SUN.
DON'T GO OUT WITHOUT IT. HAVE SKIN CANCER.
THE ONLY WAY IWOULD GO OUT IN THE SUN.","04 21, 2014",9891,511
1752,5,AXQGG879XJSER,B0007MV6PY,"My husband is a golfer/lawn bowler so he is often out in the sun.  This hat allows his head to breathe ( no hat head ) and protects his face, especially the nose, from the sun,  It is comfortable and looks good, too.  In fact, he has ordered another one.","02 12, 2014",16809,200
1753,5,A2QINZD642QC5Q,B0007MV6PY,These fit a little large. Order a smaller size and you'll really enjoy this hat. Best of all it's made in the USA.,"12 9, 2013",10502,498
1754,4,A18D5L8R123ZKW,B0007MV6PY,I like this had fit me. You have to be careful with the size if you are in between two sizes.,"10 9, 2013",1031,628
1755,5,A16QM27OPYTFNY,B0007MV6PY,No more are the days of getting sun burned on my face and neck and having the people of the public mock me for my utterly disgusting sun burn.,"08 19, 2013",11077,595
1756,5,A2XCR07EPBNV8I,B0007MV6PY,"my dad like it alot, i got it for hi father day gift , it was delvery on time and ita great value","07 17, 2013",12495,801
1757,5,A5051B1MD299W,B0007MV6PY,"Face it: every wide brim hat is not exactly a style statement. But many are flat out dorky and ugly.  This one, however, I love.  It looks like a fedora, not a sun hat.  And as to doing its job of sun protection, it is very good.  The brim keeps sun off of my face and neck, areas where I have had to have squamous cells removed. My body temperature is cooler with the hat on than off. The open mesh allows heat to escape and for any breeze to cool my head.
My only possible caveat: the mesh is a fairly open weave. If one is bald and must keep sun from the crown of the head, then it could be a problem.  The top of the hat is solid and will protect from the noonday sun. The mesh would only be an issue for early/late sun coming in at an angle.","07 11, 2013",3434,82
1758,5,A18B8PFNIRT030,B0007MV6PY,"Great quality hat, especially for the price!! I was very pleased to see that it was made in the USA! It seems not many clothing items are made here anymore.
 Ventilation is good, should be nice and cool, will give it a test on my next backpacking adventure and if it doesn't live up to my expectations I will update my review.","07 1, 2013",2566,676
1759,5,A168WCSBF2A2WC,B0007MV6PY,"I have been looking for a hat to wear while working in the yard during the heinously humid Summer months here in the commonwealth.  Baseball hats work, but they only keep the sun off of whatever direction the bill is facing and being a solid lid, they make my head even sweatier than it would be normally.

I started looking around for a hat that would address all those shortcomings and everywhere I looked, I kept seeing ""Henschel Breezer"".  So, more digging led me to Amazon and all the reviews of said hat.  The reviews were good, the price was right and the best part is, made in America.

Ordered it and as with all things Amazon, it arrived on time and packaged perfectly to protect it.  I've used it every weekend and numerous other times in the aforementioned heinous heat and humidity and it has performed flawlessly.  The sweatband keeps the sweat out of my eyes, the brim keeps the sun off my face and neck and the mesh keeps the top of my head nice and cool.  In essence, this hat rocks!","06 30, 2013",2794,12
1760,5,A2OMP2DTIO56W3,B0007MV6PY,"I bought this hat for a recent vacation to San Francisco area. It packed well and held up the whole trip. I am fair skinned and wanted a wide-brimmed hat to protect my face, neck, and ears from the sun. The sizing is pretty much spot on (measure your head accurately before ordering) and the hat was very comfortable for an entire day's wear. We spent a lot of time in San Jose and Santa Cruz where the temps were in the 80s and a lot of sun. The hat kept my head cool, wicked the sweat, and I didn't get burned. I did use sun block, but worried less about re-application every 80 minutes on my face, ears and neck than I did for my arms and legs.

I haven't needed to wash the hat yet, but will take the necessary precautions to try and quickly dry the brim due to it having a wire inside. I hope to use this hat for several summers.","06 21, 2013",16191,204
1761,5,A3978F3GBT6QW1,B0007MV6PY,"I ordered this hat after I was sunburned while doing yard work. The brim on this hat is large enough to cover my face, ears and the back of my neck. The ventilation is great!","06 2, 2013",136,569
1762,5,AOBDA8LHBP4JW,B0007MV6PY,"Great value, Made in USA, durable! and DANG I look GOOD. Stop looking and BUY this hat. You'll be HAPPY.","05 29, 2013",977,743
1763,5,A215QHUSTXLUO,B0007MV6PY,"I got this for my brother, who drives a truck and has to stand around in the sun a lot. He says this hat is a big help and that he gets compliments. I also sent him the CoolMax arm warmer UV Protection cooling sleeves, since his arms have sun damage from the sun coming through the window. He  says the sleeves are comfortable and that his skin looks much, much better.","05 15, 2013",12921,353
1764,5,A1ULUWVRKSXMPE,B0007MV6PY,I am a farmer and spend a lot of time outdoors.  I need a hat that will keep me cool and wick away the sweat all while keeping the sun off of my bald head.  I'm one of those guys you see that just gushes sweat while working.  This hat is ale to keep up with that...not any easy task.  The sweat disperses all the way out to the edge of the brim allowing the proper heat transfer to cool me in addition to allowing the cool breeze the go through the mesh.  Great hat!!!,"04 29, 2013",12264,108
1765,5,A6C1I8BIKEGXW,B0007MV6PY,"I wear this hat, and its several predecessors, almost every day. I purchase a new one once a year after they get too best up to be presentable.","03 25, 2013",7908,526
1766,5,A23BSRYPHWY6BZ,B0007MV6PY,Great for doing yard work. Comfortable fit. Keeps you shaded and cool. Major plus is that you can wash it when it starts to stink.,"01 17, 2013",1049,5
1767,4,AUFOJP6C6TAB6,B0007MV6PY,"The hat is good looking but the fit is a little weird, the first hat that I order was a large when I put it on it was to small so I return it and got a X-large and it was to big so need less to say I kept the X-large one.","11 27, 2012",9,98
1768,5,A2XTR0MSQ0275D,B0007MV6PY,"Six years ago I bought this hat model and wore it daily when on the streets, in the boonies and hacking through brush. It withstood more than thirty washings and held its shape and ScotchGuard treatment well. This is my second and should last just as well.","10 13, 2012",15991,601
1769,2,A1TT4ZXZ8J9WF3,B0007MV6PY,"I have owned a Henschel Breezer for 5 years.  I love it but with a caveat that they are correct when they claim it is ""crushable"" but then again so is my Irish crystal - and neither return to their original shape.  But now the sizes have changed.  My large always fit like a glove, the new one in large arrived packed very nicely in a big box but the hat was huge on me.  I returned it for a medium.  It arrive in a very small box ""Pre-Crushed"" if you will.  I would have returned it for that reason alone but it was so small that it hurt to force it on my head.  Not happy with Henschel ""quality control"" or the shipper's packing. I will continue my hunt for this style hat elsewhere.","07 4, 2012",15856,613
1770,5,A275YBTORUZ8TD,B0007MV6PY,"Quick delivery, great price, good fit.  I was not used to wearing a hat with a brim; always wore a golf cap.  I needed a hat for sun protection and I get great complements when I wear this hat at golf.","06 17, 2012",13137,37
1771,5,AIKELNWOLBAHZ,B0007MV6PY,"Do you hate having the sun beat down on you, and then sweating buckets because your hat doesn't let your head vent?  I do, and in the summer spend a good amount of time outside and on the water where the sun's rays really start to cook you.  I can also vouch the the keeper strap will keep your hat with you and not floating away somewhere.

This hat is crushable, breathable and after 1 years use, looks as good as the day it arrived.  Plus this is a quality product made here in the U.S. of A.","03 3, 2012",8369,366
1772,5,A21ZFE8N92LVTW,B0007MV6PY,"I think you can buy this or very similar hats in a lot of places, but I trusted the reviews on this Henschel and am not disappointed.  It is nice and lightweight, yet durable.  And it fits perfectly, shading the sun while reducing sweating.  And of course, it can be folded up and retain its shape.  My only regret is that it's not quite as ""stylin'"" as my Australian Barmah hat (think Crocidile Dundee).

While I was looking at a similar brand in a store, a 20-something woman asked the clerk for an outdoor hat for her husband.  The clerk recommended these hats, to which she said, ""Those?  They look like Chinese rice farmer hats!""  So... I guess ""stylin'"" is a relative thing, eh?  :)","01 31, 2011",4968,213
1773,5,A36RDDZWBDD8GP,B0007MV6PY,"The hat lived up to its description.  It packs well inside of a suitcase & then quickly resumes its original shape when you unpack it.  The ventilation material in the top portion/crown of the hat keeps the top of your head cool, and the hat's wide brim keeps the sunlight out of your eyes.  The hat's style suits both women and men.","09 24, 2010",18317,917
1774,5,A3F18PITJZN7IP,B0007MV6PY,My husband had this style and brand of the hat before and needed a new one.  The hat came in a timely manner even though it was back-ordered for a few days.  Distributor kept in touch so we knew the status.,"09 10, 2010",3467,511
1775,4,A3KEM2PMYRRQGK,B0007MV6PY,"The hat was delivered promptly, the price was reasonable, and the product lived up to all of it's descriptions on Amazon.  I would be happy to purchase from this seller again.","05 10, 2010",74,140
1776,5,A3MKVTJA07K9G4,B0007MV6PY,"After searching for a hat with a broad brim that would satisfy both me and my dermatologist, I took a chance and ordered the Breezer, sight unseen.  It lives up to the claims made in the description, including the ability to collapse for packing in a suitcase and still look good when unpacked. It's well constructed and sturdy without being heavy.  The fact that it's made in the US and still comes at a good price makes it all the more appealing. It's comfortable and sharp - not at all 'geeky'!","10 16, 2009",18688,874
1777,5,AU2KRC9MNP9G3,B0007MV6PY,"I purchased this hat for my teenage son who was traveling to the Dominican Republic on a mission trip.  We chose this hat for the wide, sturdy brim and the mesh which rings the entire hat.  He reports the hat shielded him from the sun and also kept his head cool.  He was able to easily pack it into his backpack; it returned to its former shape very well.  We also loved that this hat was made in the USA!","08 29, 2009",17050,854
1778,5,A1W97T1WYNMFQX,B0007MV6PY,"This order came promptly in time to wear it on our vacation to Croatia.  It was good for the sunny, hot days and also held on for wind.  The size was a little bit too large, but we will put in a filler to handle that.
We'll take it on many trips to come.","11 14, 2008",857,457
1779,5,A3H26G3WE25LAB,B0007MV6PY,"The coolest hat in the world. If there is a breeze blowing you imagine you are sitting in the shade, under a large tree.","08 29, 2008",17577,928
1780,4,ABKILXH3TZLMG,B0007MV6PY,"I really like this hat!  I walk every day and wanted a hat to keep the sun off my face, neck, and ears. I looked around a lot before settling on this one.  I like how it is open at the top to allow for ventilation.  It would be easy for a hat like this to get really hot without that convenience.","06 22, 2008",12833,127
1781,5,A13QZLIEYJ8S0L,B0007MV6PY,The hat was shipped quickly and is just as it was described! Good quality and nice looking. I'm looking forward to wearing it on a safari in Africa this summer.,"04 5, 2008",1164,77
1782,5,A2O67SYD01HDJN,B0007MV6PY,My husband works in the heat and loves this hat.  It keeps him cool.,"10 6, 2007",5414,810
1783,5,AUIP1ZHT6GO2I,B0007MV6PY,Very nice hat. I use it for dog walking and other times that I go out in the sun. Great product.,"05 9, 2007",9113,312
1784,5,A3VC2BO0CEFAF3,B0007NBT3M,"The merchandise was beautiful, and the shipping was surprisingly quick.  I'd order from them again.","11 10, 2006",12823,84
1785,5,A3BWA6GQ1MCZOK,B0007OTES8,Superb.,"05 29, 2015",2236,30
1786,2,AKM94J9FGWL72,B0007OTES8,large as hel!!,"05 20, 2015",16005,876
1787,4,AOSSEXWCJQ72L,B0007OTES8,"This shirt is very nice. I do wish that I had looked for a wrinkle resistant option, but that was my mistake. Came quickly.","09 29, 2008",13111,892
1788,5,A3QCIYDETN80DP,B0007SN2QY,Perfect ring to wear occasionally with your wedding band.  Simple and elegant.  Solid ring.,"12 17, 2008",5053,622
1789,1,A2CZA2LDHGNJC8,B0007SN2QY,"I have NEVER even received the ring! I was sent the wrong ring(which was $13 cheaper), had to pay to mail the ring back, and have never received a refund, a response from the seller or the correct ring.","12 17, 2007",17507,908
1790,5,A3O92DQ8AL0PDD,B0007SN2QY,This ring turned out to be just as beautiful in person as it is in the picture.  Great quality!,"06 23, 2007",2333,162
1791,4,A4G85E9L6125A,B0007YGI9G,It woul be good if I could purchase two shorts of different colors on the same order,"08 29, 2005",2036,317
1792,5,A12NSTV0Z9I64V,B0007Z17XM,"I was very pleased with this item. The quality of this product overall is excellant. Most hankerchiefs are of whats called a standard size (12 X 12), but this product was much larger (16 X 16). The hankerchiefs hold up well when washed however they do come out wrinkled so I would suggest ironing them. Using bleach also keeps the product looking pure white & brand new. The bleach isn't harsh on the product at all. I was surprised that this item shipped fast. I ordered on one day & about four days later I received it. This item fits in all sorts of mail boxes both large & small. So don't worry if your not home when it arrives because it should fit in your mailbox. My transaction was pleasant & sweet. I had no problems with the seller at all. I received nothing, but courtesy & respect. I would most defintly buy from this seller again. I do believe that the item was some what on the pricey end however I don't buy hankerchiefs on a daily and/or regular basis to know enough about that.","05 9, 2008",18269,559
1793,4,A315N13CSJS42D,B0007Z17XM,"I've washed my hankies four or five times now, and the hems are holding tight. These are heavy cotton handkerchiefs and a very good value.","04 12, 2008",8304,935
1794,4,AKIE4FYWGI7MT,B0007Z17XM,Handkerchiefs are hard to find in many stores.  These handkerchiefs look good after going through the washer and dryer and do not require ironing.,"07 13, 2007",5189,760
1795,5,ATYY1GU0510KV,B0007Z17XM,I was looking for 100% cotton handkerchiefs at a reasonable price.  This satisfied that need.,"03 31, 2007",16260,265
1796,5,A1ZKIY1993DDYI,B0007Z17XM,"Excellent product, good service.  Hard to find item in most stores.","11 5, 2006",18470,432
1797,5,A3H5WMFXMQPTG5,B0007Z17XM,The handkerchiefs are beautiful.  The order came promptly in good order. Will definitely be repeating business with this business.,"11 4, 2006",10212,264
1798,4,A2RZT3EBHX54BP,B0007Z17XM,An excellent value - but without permapress they'll be a little wrinkled straight out of the dryer.,"11 3, 2006",4912,789
1799,3,A3ORY2SBS6G1P5,B0007Z17XM,"We use 100% cotton handkerchiefs instead of Kleenex in our house, so I keep several dozen on hand.  I wash them in hot water and bleach them frequently, especially during cold and/or allergy season.  I bought two dozen of these.  After I washed these handkerchiefs for the first time, hems on about 1/3 of the handkerchiefs showed signs of fraying. I think that the quality of the cotton cloth is fine, but the tiny hems don't have enough seam allowance to prevent the fraying. I intend to pull out my sewing machine and repair the frayed hems right away, and I feel sure that the handkerchiefs will serve us well after that.  I didn't want to pay top dollar for handkerchiefs when we use so many.","10 12, 2006",17547,788
1800,5,A109ZW391ODDWL,B0007Z17XM,"After a LOT of searching on the internet, I found these, 100%, cotton handkerchiefs and use them every day! The product is perfectly what I wanted and I couldn't be happier!","07 5, 2006",10306,138
1801,5,A1D4A0RYGATQZ8,B0007Z17XM,A perfect belated Christmas gift for my father- quality and a good price!,"03 9, 2006",1646,3
1802,4,A1LE1OR7NGOCWV,B00080L00Q,"This product is outstanding and the price on Amazon can not be beat. Buxton owns the rights to the Dopp name and produces these ""official Dopp"" kits. The leather is good, feels solid and well stitched, but you can also get them in a slightly less expensive PVC leatherette version. You can also find these in some stores although the ones I found were double in price. Sometimes the bottoms are leather and sometimes the bottoms were a beaded plastic. Frankly I made sure to get the beaded plastic as it will last longer than a leather bottom. The key features if this Dopp kit are: 1) Construction feels solid. (Although the tag says made in China...you would feel better if it had a proud to be made in the USA tag...however, I don't think this is an issue here.) The leather and stitching feels strong. The zipper is a hefty enough piece of metal that will last. The leather handle is small enough that it fits under the fold of the kit's side if you do not want to use it. The inside is a traditional liner with a single razor pouch, however, the liner and pouch feel like they are made of a newer composite plastic material than the older plastic liners these type of kits used to have. The liner feels stronger and I doubt it will rip, which often happened with travel kits. 2) It has Dopp stamped on it, on two flaps/tabs. The tabs are aesthetic choices but look good and remind you that you have a ""real"" Dopp and not some random ""Men's Toiletry Bag.""  There are newer types of ""Dopp"" kit's out there made out of nylon mesh. If you like that I would recommend something by L.L. Bean or Swiss Army. But for something more traditional I would only recommend this brand right here...","04 12, 2010",2939,201
1803,5,AGL34ISPG9JTR,B00080L00Q,"I didn't buy it on Amazon but I have one and had to relate this.  I make a lot of short and long trips and keep mine in a garment bag, but unfortunately that bag has a bad zipper.  My black Dopp bag fell out onto the middle of a city street late at night.  I didn't realize it for several hours, and went out to look for it.  A number of items in the bag were crushed - the bag had obviously been run over by cars.  But the bag itself hardly showed any wear.  Pretty amazing.","11 1, 2017",3870,759
1804,5,A2UWEUS8V74GEW,B00080L00Q,Absolutely beautiful Dopp kit and so classy. The leather was very nice and the quality on the stitching and zipper was great. Unfortunately it was just a little too big for me as I only pack a couple things and needed it more for just weekend trips. Had to return but wouldn't hesitate to buy again if I wanted something a little larger.,"10 15, 2017",12663,96
1805,5,A5M29SZIV3R9P,B00080L00Q,"Had mine for two years, not showing any signs of wear, really nice shaving kit.","08 15, 2017",12483,931
1806,5,A3C7PQTFXVUF0N,B00080L00Q,The simple and classic design has stood the test of time and is very utilitarian.,"05 25, 2017",3988,106
1807,5,A2AYCVOTG1A62P,B00080L00Q,"It was sent as a birthday present. I didn't see it, But the recipient was pleased.","05 11, 2017",17838,688
1808,5,A3RABTNQNRZ0LX,B00080L00Q,Well made and handsome. I like it a great deal.,"05 3, 2017",5327,481
1809,5,A1GZ5DVADF2J48,B00080L00Q,I bought this Dopp Kit for my Grandson. I bought one in 1956 while I was in the U.S. Army and it was the ultimate that not everyone had. I wanted my Grandson to be like me by having the best. Dopp Kits are still Number 1.,"04 17, 2017",11162,223
1810,5,A2JQGA3Y0W12AT,B00080L00Q,best dopp bag Ive owned.,"03 17, 2017",4916,938
1811,5,A4D5M31QBKI76,B00080L00Q,Had one just like it for twenty-plus years. It's the perfect size to carry my things & looks and feels durable.,"02 21, 2017",2893,837
1812,5,A2KG38OHP04EHQ,B00080L00Q,This item is exactly what I wanted.  My husband is very pleased.,"01 28, 2017",1149,399
1813,5,APPKK5DGMTU6J,B00080L00Q,Plenty of space and a classy look.,"01 19, 2017",11447,616
1814,5,A22RYUH0FPE26F,B00080L00Q,"I ordered this as a gift for my husband in May 2014. It's now January 2017 and this Dopp kit has held up amazingly well he uses it on an almost daily basis to carry his toiletries to the gym, and packs it into our luggage whenever we go on a trip, and it doesn't look any worse for the wear. The wide top which stays open is very convenient especially when there's a mix of large and small items. It's also structured and feels like a quality product in hand, and doesn't get crushed when thrown into a bag.

I anticipate this lasting for many years to come, which makes it an excellent value. (Dopp, would you guys make this in some more colors so I can grab one too?)","01 11, 2017",3611,319
1815,5,APVSWM39ZHUD2,B00080L00Q,"The Admiral Dopp kit is a classic! Very nice leather. It has a sophisticated, timeless look and feel.","12 25, 2016",5185,903
1816,5,AF0QPEI39W8ZI,B00080L00Q,This smells like my father's old leather Dopp kit and that is exactly what I was after.,"12 11, 2016",17178,598
1817,4,A2IIUOMQEQA6Z8,B00080L00Q,Bought 3 of these for my Grandsons and they seem well made but they are pretty dark; I would call it charcoal and not Brown. The leather does not scratch easy which is a plus.,"12 7, 2016",200,35
1818,5,AIXCZ8KESEV2Q,B00080L00Q,Great buy greater purchase,"10 15, 2016",18366,369
1819,5,AA0FDA78D78DB,B00080L00Q,A great bag but it's more chocolate brown than saddle.,"10 3, 2016",16348,356
1820,5,A9SA0HSSZU0A7,B00080L00Q,Well constructed stylish and lots of room,"09 27, 2016",19298,866
1821,5,A1BK0QD1XQHX17,B00080L00Q,great little bathroom travel bag. I love it!@,"09 23, 2016",13382,402
1822,5,AMMOY961OM0G4,B00080L00Q,"Fantastic quality, very sturdy, stays open and looks polished!","09 18, 2016",9341,150
1823,5,A6U4GFA8M6PDF,B00080L00Q,Very nice quality - fast delivery,"09 6, 2016",11014,423
1824,5,A2GY1ZRU203SKJ,B00080L00Q,Nice construction.  Not a cheap pseudo leather.,"08 11, 2016",13447,583
1825,5,A105VHPQQA35ZZ,B00080L00Q,This is exactly what I was looking for.  It's a little larger than it appears inside.  Plenty of room for what I need.  The case is rigid but may soften after some use but it's good the way it is.  It opens wide and stays open.  Room enough to pack everything you need when you travel.  I was trying to decide between this one and the larger version.  I glad I chose this one.  The size is just right for me.,"07 31, 2016",1340,376
1826,5,A1Y9IFOT6ZH7HD,B00080L00Q,"Husband loves it. It's the closest thing to an old Dopp he'd had for thirty years which had finally started to come apart. Good quality. We ordered the 'brown', and it is a very dark brown.","07 2, 2016",13695,409
1827,5,A374GZHPWK97L5,B00080L00Q,This is a great shaving kit. It's really easy to use and find your toiletries.,"06 28, 2016",8026,387
1828,5,A3F2VNBXSB4GY4,B00080L00Q,Great size for the basics. Can't beat the quality for the price and I am sure some black leather shoe polish when required will extend its life even further! Definitely would buy again.,"06 22, 2016",3435,558
1829,1,A3HK6TU7C63FJ7,B00080L00Q,Color was not as depicted.  Unsatisfactory.  Returned,"06 2, 2016",19179,335
